 ,No.,Deletion,Glucose (aerobe),Galactose,Glycerol,Ethanol
 ,1,YAL012W,0.999150698813715,0.9991506989510489,0.999921943390385,0.998949743900965
 ,2,YDR384C,0.9999999996821177,0.9999999940623816,1.000000000000036,0.9999999893772976
 ,3,YHR163W,0.9999999998414294,1.000000000002264,1.000000000000036,1.0000000177723993
 ,4,YOR011W,1.0000000019471007,1.000000002519221,1.000000000000036,0.9999999994774316
 ,5,YDR050C,0.2447849014980143,0.24478490517460438,0.41255421866247444,0.0
 ,6,YMR323W,0.9999999997930327,0.999999997480258,0.9999999972476373,1.0000000008613648
 ,7,YLL062C,0.999999990706337,1.0000000005811585,1.00000000071701,1.000000004689387
 ,8,YHR067W,0.9999999997436282,0.9999999944039507,0.9999999926218072,1.0000000085174097
 ,9,YBR213W,1.000000000009038,0.9999999954286578,1.0000000009840704,1.0000000278923034
 ,10,YDR481C,0.9999999988462005,1.000000000025962,0.9999999405650268,0.9999999956019873
 ,11,YER014W,0.9999999998995326,1.000000000038759,0.9999999786231197,0.999999999477477
 ,12,YMR205C,0.2446349052772156,0.18605378279810156,1.0000000127441686,0.9999999994774479
 ,13,YIL094C,0.0,0.0,0.0,0.0
 ,14,YCR005C,0.9999999998828889,0.9999999955421953,0.9999999868395193,0.9999999994755115
 ,15,YPL040C,0.9999999957453001,1.0000000000259406,0.9999999589378993,0.9999999319569615
 ,16,YNL003C,0.9999999903187246,1.000000000518723,0.9999999999496219,0.9999999994774392
 ,17,YDR503C,0.9999999998414242,1.0000000008237289,0.9999999999999774,0.9999999994774528
 ,18,YJL212C,0.9999999998472233,1.000000001892378,0.999999994371296,0.9999999994773631
 ,19,YPL244C,0.9999999998882407,1.000000001892378,0.9999999999999934,0.9999999994778496
 ,20,YDL238C,0.9999999998414371,1.000000001892378,1.0000000017133854,0.9999999994778496
 ,21,YJR153W,0.9999999938072374,1.000000001892378,0.9999999891219039,0.9999999994778496
 ,22,YLR089C,1.0000000058232261,1.000000001892378,0.9999999998004327,0.9999999994773114
 ,23,YDR513W,0.999999999233813,1.000000001892378,0.9999999998004313,0.9999999587531183
 ,24,YEL058W,0.9999999998882407,1.000000001892378,0.9999999752749438,1.0000000467976338
 ,25,YKL024C,-6.823182110579271e-12,0.0,0.0,0.0
 ,26,YLR395C,0.7571803823352582,0.7571803805692587,0.0,0.0
 ,27,YDR305C,0.9999999996214255,1.0000000001667322,1.00000000160901,0.9999999994774408
 ,28,YLR348C,1.0000000054356137,1.000000000025927,0.9999999825601638,0.9999999817212528
 ,29,YBR121C,1.000000000009038,1.0000000000228932,0.9999999851848599,0.9999999503063717
 ,30,YEL042W,1.000000000009038,1.0000000000259186,0.9999999550008551,0.9999998828403441
 ,31,YLR382C,0.9999999984585879,1.0000000000129698,0.9999999996206882,0.9999999994774603
 ,32,YKL188C,0.9999999969081378,0.9999999955421953,0.9999999825601638,0.9999999994774603
 ,33,YFL045C,0.0,0.0,0.0,0.0
 ,34,YMR015C,0.9999999998414201,0.9999999858647247,1.0000000179935606,0.9999999341565048
 ,35,YBL033C,0.0,0.0,0.0,0.0
 ,36,Q0085,0.8222712170125039,0.822271221473457,0.4019417093112964,0.0
 ,37,YBR117C,0.9999999949700751,1.0000000000259255,1.0000000145945007,0.9999999994774551
 ,38,YIL124W,0.9999999980709754,1.0000000000259373,1.0000000416158252,0.9999999970333424
 ,39,Q0080,0.8222712120190405,0.8222712165373693,0.4019417105579577,0.0
 ,40,YGR194C,0.9999999864425991,1.0000000000259148,0.9999999838725119,1.0000000004153835
 ,41,YMR009W,1.0000000019471007,1.0000000005521934,1.000000027179997,0.9999999871354686
 ,42,YPL274W,1.000000000009038,1.0000000001935458,1.0000000114318204,0.9999999939537824
 ,43,YAR073W,0.999999999233813,0.9999999999491562,1.0000000000000056,0.9999999994774589
 ,44,YJL219W,0.999999990706337,1.00000000046065,0.9999999976228753,0.9999999503063717
 ,45,YEL051W,1.0000000046603885,1.0000000008738248,0.9999999999999739,0.9999998828403441
 ,46,YDR046C,1.0000000046603885,0.9999999991880321,0.9999999999999847,0.9999999907859882
 ,47,YKL203C,0.9999999938778739,0.9999999961117959,0.999999999999971,1.0000000889058802
