 ,No.,Deletion,Glucose (aerobe),Galactose,Glycerol,Ethanol
 ,1,YAL012W,0.9991506988534476,0.9991506989510489,0.999921943394844,0.9989497439994055
 ,2,YDR384C,0.999999999818572,1.000000000025949,0.9999999999998966,1.000000000408323
 ,3,YHR163W,0.9999999999315168,1.000000000025949,0.9999999974146745,0.9999999994775076
 ,4,YOR011W,0.999999999813027,1.000000000025949,0.9999999998442635,0.9999999994775076
 ,5,YDR050C,0.24478490667810762,0.24478490672318123,0.41255421866247355,0.0
 ,6,YMR323W,1.0000000001425189,0.9999999999678436,1.0000000002797274,0.9999999993578458
 ,7,YLL062C,0.9999999998453891,0.999999998893911,1.0000000000028566,0.999999999794602
 ,8,YHR067W,0.9999999999336359,1.0000000000259044,1.0000000002107179,0.9999999874126868
 ,9,YBR213W,0.9999999998627319,1.0000000000259106,1.0000000001091138,0.999999999359709
 ,10,YDR481C,0.9999999998683834,1.0000000000204718,0.9999999998064302,0.9999999994102374
 ,11,YER014W,0.9999999979162253,1.0000000000259215,0.9999999964911782,0.9999999994102374
 ,12,YMR205C,0.244634905554433,0.18605378080274054,0.9999999301730992,0.9999999989106715
 ,13,YIL094C,0.0,0.0,0.0,0.0
 ,14,YCR005C,0.9999999998414509,1.0000000000259823,1.000000000088287,0.9999999994774283
 ,15,YPL040C,0.9999999998414509,0.999999998858476,1.0000000354107366,0.9999999976878907
 ,16,YNL003C,0.9999999998414509,1.0000000004464056,0.9999999793569478,1.000000000416833
 ,17,YDR503C,0.9999999998414509,0.9999999999776544,1.0000000001628844,0.999999999477486
 ,18,YJL212C,0.9999999998414509,1.0000000044572839,1.0000000001628844,0.9999999987831873
 ,19,YPL244C,0.9999999998414509,0.9999999998059333,1.0000000001628844,0.9999999994774366
 ,20,YDL238C,0.9999999998414509,0.9999999998761457,1.0000000001628844,0.9999999994774366
 ,21,YJR153W,0.9999999998414509,1.0000000000259355,1.0000000001628844,0.9999999994774366
 ,22,YLR089C,0.9999999998414509,0.9999999984642652,1.0000000001628844,0.9999999994774366
 ,23,YDR513W,0.9999999998414509,0.9999999998585858,1.0000000001628844,0.9999999994774366
 ,24,YEL058W,0.9999999998414509,0.9999999997735732,1.0000000001628844,0.9999999994774366
 ,25,YKL024C,0.0,3.415690366330173e-10,0.0,0.0
 ,26,YLR395C,0.7571803801949867,0.7571803805336601,0.0,0.0
 ,27,YDR305C,0.49999999993831334,0.22450049009072354,0.9983942361710474,0.14161429652259092
 ,28,YLR348C,0.9999999870464932,1.0000000000259475,1.0000000000000115,1.0000000003486786
 ,29,YBR121C,0.9999999998061192,1.0000000000259468,0.9999999998327671,0.9999999993073168
 ,30,YEL042W,0.9999999991561054,0.9999999967947067,0.999999995367644,1.0000000039735317
 ,31,YLR382C,0.9999999997902385,1.000000000147762,1.000000002321687,0.9999999994726969
 ,32,YKL188C,0.9999999997902385,0.9999999916713983,0.999999990570477,0.9999999960277964
 ,33,YFL045C,0.0,0.0,0.0,0.0
 ,34,YMR015C,0.9999999897790455,0.9999999982853107,0.9999999930504495,0.9999999994774625
 ,35,YBL033C,0.0,0.0,0.0,0.0
 ,36,Q0085,0.8222712127847017,0.8222712139717594,0.40194169313152645,0.0
 ,37,YBR117C,0.9999999999758494,1.000000000152815,0.9999999973866294,0.9999999994774846
 ,38,YIL124W,0.9999999997332014,1.0000000000259264,1.000000000015453,0.9999999994774846
 ,39,Q0080,0.822271216740365,0.8222712163521075,0.4019417053398797,0.0
 ,40,YGR194C,0.9999999948222749,1.0000000000259435,1.0000000000065803,0.9999999977995484
 ,41,YMR009W,0.9999999959272882,1.0000000000259406,1.0000000000000147,0.9999999994650872
 ,42,YPL274W,0.9999999995570052,1.0000000000259461,0.9999999998281729,0.999999999679678
 ,43,YAR073W,0.4999999999237808,0.9999999998258129,0.9999999422772018,0.049841253287724256
 ,44,YJL219W,0.9999999987871503,0.999999999971796,0.9999999905163239,0.999999999679678
 ,45,YEL051W,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,46,YDR046C,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,47,YKL203C,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,48,YOR202W,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,49,YGL245W,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,50,YER081W,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,51,YJL070C,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,52,YNL241C,0.9999999998414528,0.999999999971796,0.9999999999999725,0.999999999679678
 ,53,YER070W,0.9999999998414922,1.000000000045948,0.9999999999999958,1.0000000022207425
 ,54,YPL262W,0.9776206390122391,0.9776206371660972,1.0000000000000058,-2.034715244609768e-09
 ,55,YPL036W,0.9999999998414153,1.0000000000278,0.9999999999228627,0.9999999989367904
 ,56,YKL029C,0.0,0.2187342649430238,0.9999999988297397,0.027318274228986254
 ,57,YHR025W,0.0,0.0,0.0,0.0
 ,58,YHL036W,0.9999999998436531,1.0000000000259697,0.9999999984429218,0.9999999994774451
 ,59,YML056C,0.9999999998820904,0.999999999970303,1.000000000258836,0.9999999994774451
 ,60,YML059C,0.9999999979696689,1.000000000694018,0.9999999970017265,0.9999999994774451
 ,61,YIL074C,1.000000004466514,1.000000000025853,0.9999999999999869,0.9999999994774451
 ,62,YKL104C,0.9999999998588098,1.000000000025853,0.9999999999999869,0.9999999994774451
