mai,No.,Deletion,Glucose (aerobe),Glucose (anaerobe),Galactose,Glycerol,Ethanol
 ,472,Q0250,0.75718038,0.75718038,0.757180381,0,0
 ,473,YDR536W,0.999999999,1,1,1.000000008,1
 ,474,YCR075C,0.999999999,1,1,1.000000005,1
 ,475,YNL316C,0,0,0,0,0
 ,476,YFR055W,1,1.000000004,1,1.000000006,1
 ,477,YGR248W,1,1,1,1.000000006,1
 ,478,YIL164C,1,1,1,1.000000006,1
 ,479,YMR267W,1.000000001,1,1,1.000000006,0.927567165
 ,480,YIL116W,1.000000001,1,1,1.000000006,1
 ,481,YLR109W,1.000000001,1,1,1.000000006,1
 ,482,YOR190W,1.000000001,1,1,1.000000006,1
 ,483,YKR009C,1.000000001,1,1,1.000000006,1
 ,484,YGR094W,1.000000001,1,1,1.000000006,1
 ,485,YDR402C,1.000000001,1,1,1.000000006,1
 ,486,YDR178W,1.000000001,1,1,1.000000006,1
 ,487,YJR103W,1.000000001,1,1,1.000000006,1
 ,488,YBR265W,1.000000001,1,1,1.000000006,1
 ,489,YML070W,1.000000001,1,1,1.000000006,1
 ,490,YDR232W,1.000000001,1,1,1.000000006,1
 ,491,YOL077W-A,1,1.000000007,0.999999993,1.000000006,0.999999999
 ,492,YGR124W,1.000000001,1,1,1.000000006,1
 ,493,YLR343W,1.000000001,1,1,1.000000006,1
 ,494,YMR307W,1.000000001,1,1,1.000000006,1
 ,495,YBR020W,0.999999998,0.999999999,0,1.000000006,1
 ,496,YGR264C,1.000000001,1,1,1.000000006,1
 ,497,YOR222W,1.000000001,1,1,1.000000006,1
 ,498,YHR137W,1.000000001,1,1,1.000000006,1
 ,499,YOR348C,1.000000001,1,1,1.000000006,1
 ,500,YGL248W,1.000000001,1,1,1.000000006,1
 ,501,YGR292W,1.000000001,1,1,1.000000006,1
 ,502,YGL055W,1,1,1,1.000000006,1
 ,503,YDL245C,0.999999996,1,1,0.999999998,1
 ,504,YJR025C,1.000000005,1,1,1.000000006,1
 ,505,YBR092C,1.000000005,1,1,1.000000006,1
 ,506,YOR393W,1.000000005,1,1,1.000000006,1
 ,507,YBR145W,1.000000005,1,1,1.000000006,1
 ,508,YBR068C,1.000000005,1,1,1.000000006,1
 ,509,YNR034W,1.000000005,1,1,1.000000006,1
 ,510,YLR189C,1.000000005,1,1,1.000000006,1
 ,511,YOL061W,1.000000005,1,1,1.000000006,1
 ,512,YLR195C,1.000000005,1,1,1.000000006,1
 ,513,YMR250W,1.000000005,1,1,1.000000006,1
 ,514,YDR483W,1.000000005,1,1,1.000000006,1
 ,515,YFL030W,0.99677879,0.996778791,0.996778791,1.000000006,0.985709319
 ,516,YGR254W,0.999999999,0.999999999,1,1.000000006,1
 ,517,YER061C,0.999999999,1.000000001,1.000000001,1.000000006,1
 ,518,YNL111C,1,1,1,1.000000006,1
 ,519,YOR168W,1,0.999999999,1.000000003,1.000000006,1
 ,520,YLR231C,1,1,1,1.000000006,1
 ,521,YKL184W,1,1,1,1.000000006,1
 ,522,YNL129W,1,1,1.000000004,1.000000006,1
 ,523,YJR139C,0,0,0,0,0
 ,524,YKL016C,0.822271217,0.822271207,0.822271221,0.401941761,0
 ,525,YPL111W,1,1.00000001,1,1.000000006,1
 ,526,YER183C,0.999999996,1,1,1.000000006,1
 ,527,YLR160C,0.999999996,1,1,1.000000006,1
 ,528,YKL174C,0.999999999,0.999999993,1,1.000000005,1
 ,529,YDL066W,0.997045718,0.997045718,0.997045723,0.997227029,0.998673226
 ,530,YOR130C,0,0,0,0,0
 ,531,YKR093W,1,1,1,1.000000006,1
 ,532,YMR319C,1,1,1,1.000000006,1
 ,533,YOL066C,0,0,0,0,0
 ,534,YBR085W,1,1,1,1.000000006,1
 ,535,YBR184W,0.999999998,1.000000004,0.999999997,0.999999999,1
 ,536,YCR098C,0.999999991,1,1,1.000000009,1
 ,537,YKL026C,0.999999998,1.000000004,0.999999997,0.999999999,1
 ,538,YKL212W,0.999999998,1.000000004,0.999999997,0.999999999,1
 ,539,YNR050C,0,0,0,0,0
 ,540,YJR078W,1,1,1.000000001,1.000000006,1
 ,541,YPL188W,1,1,1,1.000000006,1.000000001
 ,542,YOL033W,0.999999995,1,1,1.000000006,0.999999999
 ,543,YGR180C,0.999999998,1,0.999999999,1.000000011,1
 ,544,YNL073W,0.999999995,1,1,1.000000006,0.999999999
 ,545,YOR374W,0.999999995,1,1,1.000000006,0.999999999
 ,546,YFR047C,0.999999995,1,1,1.000000006,0.999999999
 ,547,YBR132C,0.999999995,1,1,1.000000006,0.999999999
 ,548,YML110C,0.999999995,1,1,1.000000006,0.999999999
 ,549,YOL011W,0.999999995,1,1,1.000000006,0.999999999
 ,550,YLR372W,0.999999995,1,1,1.000000006,0.999999999
 ,551,YPR138C,1.000000002,1,1.000000003,1.000000006,1
 ,552,YPL276W,0.999999995,1,1,1.000000006,0.999999999
 ,553,YAR075W,0.999999995,1,1,1.000000006,0.999999999
 ,554,YOR171C,0.999999995,1,1,1.000000006,0.999999999
 ,555,YBR248C,0.999999995,1,1,1.000000006,0.999999999
 ,556,YHL016C,0.999999995,1,1,1.000000006,0.999999999
 ,557,YLR201C,0.999999995,1,1,1.000000006,0.999999999
 ,558,YFL017C,0.999999995,1,1,1.000000006,0.999999999
 ,559,YDL168W,1,1,1,1.000000006,0.999999953
 ,560,YIL134W,1.000000001,1,1,1.000000006,1
 ,561,YDR236C,1,1,1,1.000000006,0.999999999
 ,562,YKL106W,1,1,1.000000001,0.99856471,0.998945192
 ,563,YLR307W,1,1,1,1.000000006,0.99999988
 ,564,YCR053W,0,0,0,0,0
 ,565,YER005W,1,0.999999997,1,1.000000006,1
 ,566,YGL063W,1,1,1,1.000000006,1
 ,567,YIL053W,0.999999995,1,1,1.000000006,0.999999999
 ,568,YGL148W,0,0,0,0,0
 ,569,YNL192W,1,0.999999995,1,1.000000016,0.999999997
 ,570,YCL035C,1,0.999999995,1,1.000000016,0.999999997
 ,571,YKR053C,1,0.999999991,1.000000001,1.000000024,1
 ,572,YLR420W,1,0.999999991,1.000000001,1.000000024,1
 ,573,YOL056W,1,0.999999991,1.000000001,1.000000024,1
 ,574,YHR144C,0.999969967,0.999969963,0.999969967,0.999971598,0.999979147
 ,575,YDR208W,0.999999999,1,1,1.000000014,1.000000002
 ,576,YJR077C,0.984584335,0.984584335,0.984584336,0.809330613,0.814567159
 ,577,YGR088W,1,0.999999992,1,1.000000006,1
 ,578,YDR297W,1,0.999999993,1,1.000000015,1
 ,579,YAR015W,0,0,-9.90E-13,-1.22E-09,0
 ,580,YLR299W,1,1,1,1.000000006,1
 ,581,YOR176W,1,1,1,1.000000006,1
 ,582,YOR109W,1,1,1,1.000000006,1
 ,583,YOL049W,1,1,1,1.000000006,1
 ,584,YDR158W,0,0,0,0,0
 ,585,YBR180W,1,0.999999988,1,1.000000006,0.999999975
 ,586,YNL247W,1,1,0.999999998,1.000000006,1
 ,587,YHR128W,1,0.999999999,1,1.000000009,1.000000001
 ,588,YOL126C,1,1,1,1.000000006,1
 ,589,YCR073W-A,1.000000004,0.999999994,1,1.000000006,1
 ,590,YMR120C,1.000000004,0.999999994,1,1.000000006,1
 ,591,YDR256C,1,0.999999997,1,1.000000006,1
 ,592,YOR143C,1,0.999999997,1,1.000000006,1
 ,593,YDL052C,1,0.999999997,1,1.000000006,1
 ,594,YER175C,0.999999995,1,1.000000001,1.000000006,1
 ,595,YIL009W,1,1,1.000000004,1.000000007,0.999999987
 ,596,YIL168W,1,0.999999997,1,1.000000006,1
 ,597,YML075C,1,0.999999997,1,1.000000006,1
 ,598,YCR024C,1,0.999999997,1,1.000000006,1
 ,599,YAL044C,1,0.999999994,1,0.994809764,0.992180975
 ,600,YGR061C,-2.80E-09,2.53E-07,0,-1.87E-12,0
 ,601,YLR355C,0,0,0,0,0
 ,602,YCR032W,1,1,1,0.999999999,1
 ,603,YPR081C,1,1,1,1.000000008,1.000000001
 ,604,YMR118C,1,1,1,1.000000008,1.000000001
 ,605,YIL043C,1,1,1,1.000000008,1.000000001
 ,606,YPL134C,1,1,1,1.000000008,1.000000001
 ,607,YOL096C,1,1,1,1.000000008,1
 ,608,YDR284C,1,1,1,1.000000008,1
 ,609,YOR108W,1,0.999999999,1,1.000000006,1
 ,610,YLR151C,1,1,1,1.000000008,1
 ,611,YPR121W,1,1,1,1.000000008,1
 ,612,Q0105,0.762713431,0.762713432,0.762713431,0,0
 ,613,YEL071W,1,1,1,1.000000008,1
 ,614,YMR272C,1,1,1,1.000000008,1
 ,615,YML120C,1,1,1,1.000000008,1
 ,616,YHR106W,1,1,1,1.000000008,1
 ,617,YKL132C,1,1,1,1.000000008,1
 ,618,YDL040C,1,1,1,1.000000008,1
 ,619,YCL004W,1,1,1,1.000000008,1
 ,620,YLR153C,0,0,0,0,0
 ,621,YMR226C,1,1,1,1.000000005,0.999999887
 ,622,YMR008C,1,1,0.999999996,1.000000007,1
 ,623,YBL015W,1,1,1.000000003,1.000000006,1
 ,624,YEL027W,1,1,1,1.000000006,1
 ,625,YHL012W,1,1,1,1.000000006,1
 ,626,YGR183C,0.762713431,0.762713431,0.762713431,0,0
 ,627,YBL076C,1,0.999999996,0.999999991,1.000000006,1
 ,628,YPR191W,0.762713431,0.762713431,0.762713431,0,0
 ,629,YLR017W,1,1.000000005,0.999999996,1.000000006,0.999999968
 ,630,YJR010W,1,1.000000002,1,1.000000012,0.999999998
 ,631,YBR041W,1,0.999999997,1,1.000000006,1
 ,632,YNR033W,1,1,0.999999998,1.000000006,1
 ,633,YGR193C,0.960596763,0.960596763,0.960596764,0.980508102,1
 ,634,YDR487C,0,0,0,0,0
 ,635,YJR051W,1,0.999999999,1,1.000000006,1
 ,636,YPL273W,1,1,1,1.000000006,1
 ,637,YOL030W,1,0.999999999,1,1.000000006,1
 ,638,YDR261C,1,1,1,1.000000006,1
 ,639,YKL218C,1,1,1,1.000000006,1
 ,640,YNL009W,1.000000001,1,1,1.000000006,1
 ,641,YER065C,0.996778791,0.996778791,0.996778791,1.00000001,0
 ,642,YEL011W,1,1,1,1.000000006,1
 ,643,YML035C,1,1,1,1.000000006,1
 ,644,YDR453C,1.000000001,1,1,1.000000006,1
 ,645,YDR037W,1.000000001,1,1,1.000000006,1
 ,646,YER178W,0.960596763,0.960596763,0.960596764,0.980508102,1
 ,647,YGR170W,1,1,0.999999999,1.000000006,1
 ,648,YDL247W,1,1,1,1.000000006,1
 ,649,YFL022C,1,1,1,1.000000006,1
 ,650,YDR047W,1,1,1,1.000000006,1
 ,651,YDR321W,1,1,1,1.000000006,1
 ,652,YNR001C,1,1,1,1.000000006,1
 ,653,YNL071W,0.960596763,0.960596763,0.960596764,0.980508102,1
 ,654,YMR088C,1,1,1,1.000000006,1
 ,655,YDR147W,1,1,1.000000001,1.000000006,1
 ,656,YDL093W,1,1,1.000000001,1.000000006,1
 ,657,YLR295C,0.822271217,0.822271229,0.822271217,0.401941708,0
 ,658,YDR530C,1,1,0.999999991,1.000000006,1.000000002
 ,659,YKL148C,0.999999996,0.999999993,1,1.000000006,1
 ,660,YKL192C,1,1,1.000000012,1.000000006,1.00000038
 ,661,YKL216W,1,1,1.000000012,1.000000006,1.00000038
 ,662,YER086W,1,1,1.000000012,1.000000006,1.00000038
 ,663,YGL001C,0,0,0,0,0
 ,664,YBR291C,0.999999991,1,1,1.000000005,1
 ,665,YJR160C,0.99999999,0.999999994,1,1.000000006,1
 ,666,YPL189W,0.999999999,1,1,1.000000003,1
 ,667,YLR285W,1,1.000000011,1,1.000000016,1
 ,668,YPR156C,1,1.000000011,1,1.000000016,1
 ,669,YJL060W,1,1.000000011,1,1.000000016,1
 ,670,YOR100C,1,1.000000011,1,1.000000016,1
 ,671,YPL252C,1,1,1,1.000000003,0.999999998
 ,672,YKR097W,1,1.000000011,1,1.000000016,0
 ,673,YPL172C,1,1.000000011,1,1.000000016,1
 ,674,YML042W,1,1,1,0.999999989,1
 ,675,YHR019C,1,1,1,1.000000003,0.999999998
 ,676,YNL037C,1,1.000000011,1,1.000000016,1
 ,677,YKL211C,0,0,0,0,0
 ,678,YDL131W,1,1,1,1.000000005,1.000000001
 ,679,YMR054W,0.999999999,1,1,1.000000056,1
 ,680,YIL107C,0.999999999,1,1,1.000000056,1
 ,681,YER053C,0.999999999,0.999999999,1,1.000000056,1
 ,682,YOR126C,0.999999999,0.999999999,1,1.000000056,1
 ,683,YKR066C,0.999999999,0.999999999,1,1.000000056,1
 ,684,YIR034C,0,0,0,0,0
 ,685,YLR081W,0.999999997,1,1,1.000000006,1
 ,686,YCL050C,0.999999999,1,1,1.000000006,0.999999997
 ,687,YLR303W,0.999999999,1,1,1.000000006,0.999999997
 ,688,YER043C,0,0,0,0,0
 ,689,YGR087C,0.999999999,1.000000001,1,1.000000006,1
 ,690,YGL008C,0.999999999,1.000000001,1,1.000000006,1
 ,691,YJL026W,1,1,1,1.000000006,1
 ,692,YOL103W,1,1,1,1.000000006,1
 ,693,YCL025C,1,1,1,1.000000006,1
 ,694,YBR034C,0.999999999,1,1,1.00000001,1
 ,695,YMR108W,0,0,0,0,0
 ,696,YDR272W,0.999999999,0.999999991,1,1.000000009,1
 ,697,YGR289C,1,1,1,1.000000009,1.000000001
 ,698,YGR157W,0,0,0,0,0
 ,699,YJR143C,0.999999999,1,1,1.000000006,1
 ,700,YBR196C,0.804066398,0.804066386,0.408123312,0,0
 ,701,YMR083W,1,1,0.999999991,1.000000006,0.999999999
 ,702,YGR147C,1.000000005,1,1,1.000000009,1
 ,703,YFL018C,0.960596763,0.960596763,0.960596768,0.975517719,0.99218105
 ,704,YMR261C,1,1.000000007,1,0.999999994,1
 ,705,YBR018C,0.999999996,1,0,1.000000006,1.000000001
 ,706,YLR142W,1,1,1,1.000000006,1.000000001
 ,707,YBR006W,1,1,1,1.000000008,1
 ,708,YLR038C,0.75718038,0.75718038,0.757180381,0,0
 ,709,YJL139C,0.999999999,1,0.999999994,1.000000006,1
 ,710,YDL015C,1,1,0.999999999,1.000000006,1
 ,711,YHR068W,1,1,0.999999999,1.000000006,1
 ,712,YCR036W,1,1,0.999999999,1.000000006,1
 ,713,YGR287C,1,1,0.999999999,1.000000006,1
 ,714,YER015W,1,1,0.999999999,1.000000006,1
 ,715,YBR166C,0.999999999,1,0.999999997,1.000000006,1
 ,716,YMR170C,1,1,1,1.000000006,1
 ,717,YIL155C,1,1,1,1.000000006,1
 ,718,YGR171C,1,1,1,1.000000006,1
 ,719,YJR121W,0.822271218,0.822271217,0.822271221,0.40194172,0
 ,720,YDR035W,1,1,1,1.000000006,1
 ,721,YGR055W,1,0.999999999,1,1.000000005,1
 ,722,YDR502C,1,0.999999999,1,1.000000005,1
 ,723,YGR065C,0.999999998,1,1,1.000000006,1
 ,724,YER062C,0.999999998,1,1,1.000000006,1
 ,725,YPR192W,0.999999998,1,1,1.000000006,1
 ,726,YGR247W,0.999999998,1,1,1.000000006,1
 ,727,YDR098C,0.999999998,1,1,1.000000006,1
 ,728,YLR245C,0.999999998,1,1,1.000000006,1
 ,729,YHR092C,0.999999998,1,1,1.000000006,1
 ,730,YNR016C,0,0,0,0,0
 ,731,YPR026W,1,1,1,1.000000001,1
 ,732,YLR070C,0.999999998,1,0.999999999,1.000000011,1
 ,733,YIL078W,0.999999998,1,0.999999999,1.000000011,0.999999938
 ,734,YBR023C,1,1,1,1.000000006,1
 ,735,YNL052W,0.999999998,1,0.999999999,1.000000011,1
 ,736,YGL184C,0.999999998,1,0.999999999,1.000000011,1
 ,737,YBL042C,0.999999998,1,0.999999999,1.000000011,1
 ,738,YNR008W,1,1,1,1.000000009,1
 ,739,YBR249C,0.999999998,1,0.999999999,1.000000011,1
 ,740,YLR155C,0.999999998,1,0.999999999,1.000000011,1
 ,741,YEL069C,1,1.000000003,1,1.000000001,1
 ,742,YDR341C,0.999999998,1,0.999999999,1.000000011,1
 ,743,YLL052C,0.999999998,1,0.999999999,1.000000011,1
 ,744,YGR012W,1,1.000000011,1,1.000000016,1
 ,745,YBR084W,0.999999998,1,0.999999999,1.000000011,1
 ,746,YDR127W,0,0,0,0,0
 ,747,YGR202C,1,1,1,0.999999994,1.000000002
 ,748,YEL063C,1,1,1,1.000000006,1
 ,749,YKL120W,0.999999995,1.000000009,1,1.000000006,1
 ,750,YJR057W,1,1,1,1.000000006,1
 ,751,YJL045W,0.999999991,0.999999991,0.999999995,1.000000006,0.999999994
 ,752,YKL127W,0.999999991,0.999999991,0.999999995,1.000000006,0.999999994
 ,753,YPR001W,1,1,1,1.000000006,1
 ,754,YMR011W,0.999999999,1,1,1.000000028,1.000000006
 ,755,YEL024W,0.762713431,0.762713437,0.762713431,0,0
 ,756,YJL126W,1,1.000000004,1.000000005,1.000000006,0.999999998
 ,757,YKL067W,0,0,0,0,0
 ,758,YLR158C,1,0.999999999,1,1.000000016,0.999999997
 ,759,YIL099W,1,1,1.000000001,1.000000009,1
 ,760,YJR009C,1,1,1.000000001,1.000000009,1
 ,761,YPR145W,1,1,1.000000001,1.000000009,1
 ,762,YDR023W,1,1,1.000000001,1.000000009,1
 ,763,YOR375C,1,1,1.000000001,1.000000009,1
 ,764,YOR347C,1,1,1.000000001,1.000000009,1
 ,765,YLR092W,1,1,1.000000001,1.000000009,1.000000035
 ,766,YKL141W,1.000000004,1,1,1.000000006,1
 ,767,YDR072C,1,1,1.000000001,1.000000009,1
 ,768,YDR298C,0.82227122,0.822271217,0.822271216,0.401941706,0
 ,769,YIL020C,0.999999996,1,1,1.000000006,1
 ,770,YBR208C,1,1,1,1.000000016,1.000000022
 ,771,YOL059W,1,1,1,1.000000005,1.000000086
 ,772,YOR099W,0.999999996,1,1,0.999999998,1
 ,773,YER056C,1,0.999999999,1.000000003,1.000000006,1
 ,774,YML100W,0.999999996,1,1,0.999999998,1
 ,775,YNL117W,1,1,1,1.000000006,1.000000022
 ,776,YKL150W,0.999999996,1,1,0.999999998,1
 ,777,YMR105C,0.999999996,1,1,0.999999998,1
 ,778,YHR026W,1,1,1,0.999999998,1
 ,779,YPL160W,1,1,1,0.999999998,1
 ,780,YHR043C,1,1,1,0.999999998,1
 ,781,YBR011C,0.977289187,0.977289183,0.977289193,0.978508227,0.951226904
 ,782,YGR037C,0,0,0,0,0
 ,783,YLR172C,0.999999993,0.999999999,1.000000001,1.000000006,1
 ,784,YPL091W,1,1.000000003,1,1.000000001,1
 ,785,YBL039C,1,1.000000003,1,1.000000001,1
 ,786,YNR058W,1,1.000000003,1,1.000000001,1
 ,787,YML096W,1,1.000000003,1,1.000000001,1
 ,788,YPL147W,0.999999998,1,0.999999999,1.000000011,1
 ,789,YOR323C,1,1.000000003,1,1.000000001,1
 ,790,YDR300C,1,1.000000003,1,1.000000001,1
 ,791,YML106W,1,1.000000003,1,1.000000001,1
 ,792,YJL214W,1,1.000000003,1,1.000000001,1
 ,793,YMR169C,1,1.000000003,1,1.000000001,1
 ,794,YLR240W,1,1.000000003,1,1.000000001,1
 ,795,YER026C,0,0,0,0,0
 ,796,YPR069C,1,1,1,1.000000008,1.000000001
 ,797,YMR215W,1,1,1,1.000000006,1
 ,798,YOL151W,1,1,1,1.000000006,1.000000007
 ,799,YJR095W,1,1,1,1.000000006,1
 ,800,YOL143C,0,0,0,0,1.59E-06
 ,801,YCR024C-A,1,1.000000011,1,1.000000016,1
 ,802,YOR142W,0.986498101,0.986498101,0.986498102,0.999999989,1
 ,803,YPL281C,1,1,1,0.999999989,1
 ,804,YOR040W,1,1.000000006,1.000000002,0.999999989,1
 ,805,YFR033C,0.762713431,0.762713425,0.762713431,0,0
 ,806,YEL046C,1,1,0.999999998,0.990312441,1
 ,807,YBR192W,0.999999995,1,0.999999995,1.000000001,1
 ,808,YLR020C,1,1.000000001,1.000000014,1.000000006,1
 ,809,YDL022W,1,1,0.999999999,1.000000006,1
 ,810,YPR021C,0.99747183,0.997471831,0.997471836,1.000000006,1
 ,811,YLR044C,1,1,1,1.000000006,1
 ,812,YLL018C,1,1,1,1.000000006,1
 ,813,YDL078C,1,1,1,1.000000006,1
 ,814,YPR060C,0,0,0,0,0
 ,815,YMR271C,0.999999994,1,1,1.000000007,1
 ,816,YOR074C,0,0,0,0,0
 ,817,YBR221C,0.960596763,0.960596764,0.960596763,0.980508102,0.999999914
 ,818,YLR146C,1,1,1,1.000000006,1
 ,819,YOR155C,1,1,0,1.000000006,1
 ,820,YHR174W,1,1,0,1.000000006,1
 ,821,YIR032C,1,1,0,1.000000006,1
 ,822,YCL009C,0,0,0,0,0
 ,823,YJL121C,0.99731196,0.997311962,0.997311963,0.988488625,0.994152809
 ,824,YMR208W,0,0,0,0,0
 ,825,YKL008C,1,0.999999997,1.000000009,1.000000006,1
 ,826,YMR189W,1,0.999999995,0.999999995,0.994809764,0.99218105
 ,827,YNL029C,1,1,0.999999998,1.000000006,1
 ,828,YKL140W,1,1,0.999999998,1.000000006,1
 ,829,YPL069C,1,1,0.999999998,1.000000006,1
 ,830,YBR093C,1,1,0.999999998,1.000000006,1
 ,831,YJL196C,1,1,1.000000005,1.000000006,1
 ,832,YPR160W,1,1,0.999999999,1.000000006,1
 ,833,YGR175C,0,0,0,0,0
 ,834,YIL145C,0.999999999,1,1,0.99999999,1
 ,835,YEL041W,0.999999999,1,1,0.99999999,1
 ,836,YLR058C,0.983854586,0.983854586,0.983854587,0.983249394,0.987500912
 ,837,YGR240C,0.244634905,0.244634909,0.186053783,1.000000007,1.000000012
 ,838,YBR058C-A,1,1,1.000000005,1.000000006,1
 ,839,YJR137C,1,1,0.999999999,1,1
 ,840,YNR012W,0.998617849,0.998617849,0.998617849,0.998693577,0.999039926
 ,841,YLR134W,1,1.000000006,1.000000001,1.000000012,1
 ,842,YMR020W,1,0.999999989,1,0.999999997,1
 ,843,YDR111C,0.997981145,0.997981154,0.997981146,0.998645199,0.994566086
 ,844,YPL110C,1,1,1,1.000000002,0.999999999
 ,845,YDR377W,0.822271221,0.822271217,0.822271217,0.401941708,0
 ,846,YIL010W,0.999999992,1,1,1.000000006,1
 ,847,YBR298C,1,1,1,1.000000005,0.999999999
 ,848,YHR091C,1,1,1,1.000000006,1
 ,849,YHR072W,0,0,0,0,0
 ,850,YKL001C,1,1,1,1.000000006,1
 ,851,YNL106C,1,1,1,1.000000006,1
 ,852,YPL231W,0,0,0,0,0
 ,853,YIL066C,1.000000005,1,1,1.000000005,1
 ,854,YHR183W,1.000000005,1,1,1.000000005,1
 ,855,YGL253W,1.000000005,1,1,1.000000005,1
 ,856,YFR015C,1.000000005,1,1,1.000000005,1
 ,857,YDR345C,1.000000005,1,1,1.000000005,1
 ,858,YHL032C,1,0.999999999,1,1.000000006,1
 ,859,YIL002C,1,0.999999999,1,1.000000006,1
 ,860,YPR035W,0,0,0,0,1.35E-08
 ,861,YNR041C,1,0.999999999,1,1.000000006,1
 ,862,YJL068C,1,0.999999999,1,1.000000006,1
 ,863,YMR306W,0.999999996,1,1.000000005,1.000000006,1.000000001
 ,864,YLR138W,1,1,1,1.000000004,1
 ,865,YDR148C,0.986498106,0.986498102,0.986498102,1.000000003,1
 ,866,YHR046C,0.00062822,0.00062822,0.00062822,0.002126978,0.006204238
 ,867,YOL132W,1,1,1,1.000000006,1
 ,868,YHR096C,1,1,1,1.000000006,1
 ,869,YHR216W,1,1,1,1.000000006,1
 ,870,YKR061W,1,1,1.000000004,1.000000008,1
 ,871,YOR278W,0.999999995,1,1.000000001,1.000000006,1
 ,872,YOL052C,0.999999995,1,1.000000001,1.000000006,1
 ,873,YKR031C,0.999999995,1,1.000000001,1.000000006,1
 ,874,YDL141W,0.999999995,1,1.000000001,1.000000006,1
 ,875,YHR051W,0.75718038,0.75718038,0.757180381,0,0
 ,876,YHL003C,1,1,1,1.000000004,0.999999911
 ,877,YJL155C,1,1,1,0.999999988,1
 ,878,YDR342C,1,1,1,0.999999988,1
 ,879,YLR284C,1,1,1,0.999999988,1
 ,880,YPL078C,0.822271216,0.822271217,0.822271218,0.401941708,0
 ,881,YOR125C,1,1,1,1.000000006,0.999999999
 ,882,YDR400W,1,0.999999999,1,1.000000006,1
 ,883,YDR508C,1,0.999999999,1.000000003,1.000000006,1
 ,884,YLL048C,1,1,1,1.000000006,1
 ,885,YGL234W,-1.08E-12,3.39E-12,5.12E-12,-3.27E-12,0
 ,886,YOL055C,1,0.999999999,1.000000003,1.000000006,1
 ,887,YLR304C,1,1,1,1.000000006,1
 ,888,YFR053C,1,1,1,1.000000006,1.000000001
 ,889,YOR065W,0.762713431,0.762713431,0.76271343,0,0
 ,890,YDR001C,1,0.999999999,1,1.000000006,1
 ,891,YIL162W,1,1.000000004,1,1.000000006,1
 ,892,YDR294C,1,1.000000004,1,1.000000006,1
 ,893,YGL187C,0.75718038,0.757180376,0.757180381,0,0
 ,894,YBL011W,1,1,1,1.000000007,1
 ,895,YBR001C,1,1,1,1.000000007,1
 ,896,YER019W,0.999999998,1,1,0.999999987,1.000000027
 ,897,YDR529C,0.762713431,0.762713431,0.762713431,0,0
 ,898,YER060W-A,1,1,1,0.999999971,0.999999999
 ,899,YOR317W,1,1,1,0.999999971,0.999999999
 ,900,YBR299W,1,1,1,0.999999971,0.999999999
 ,901,YJR066W,1,1,1,0.999999971,0.999999999
 ,902,YAL022C,1,0.999999997,1.000000004,1.000000006,1
 ,903,YLR328W,1,0.999999997,1.000000004,1.000000006,1
 ,904,YLR100W,0,0,0,0,0
 ,905,YIR028W,1,1,1,1.000000006,1
