 ,No.,Deletion,Glucose (aerobe),Galactose,Glycerol,Ethanol,
 ,592,YOR143C,1,1,0.999999989,0.999999998,
 ,593,YDL052C,1,0,0,1,
 ,594,YER175C,1,0,0,1,
 ,595,YIL009W,1,0,0,1,
 ,596,YIL168W,1,0,0,1,
 ,597,YML075C,1,0,0,1,
 ,598,YCR024C,1,0,0,1,
 ,599,YAL044C,1,1,0.994809747,0.992181049,
 ,600,YGR061C,1.33E-12,-6.87E-12,-1.24E-11,0,
 ,601,YLR355C,-8.78E-12,-3.68E-11,1.45E-11,-1.70E-10,
 ,602,YCR032W,1,1,1,1,
 ,603,YPR081C,1,0,0,1,
 ,604,YMR118C,1,0,0,1,
 ,605,YIL043C,1,0,0,1,
 ,606,YPL134C,1,0,0,1,
 ,607,YOL096C,1,1,0,0.999999999,
 ,608,YDR284C,1,0,0,1,
 ,609,YOR108W,1,0,0,1,
 ,610,YLR151C,1,0,0,1,
 ,611,YPR121W,1,0,0,1,
 ,612,Q0105,0,0.762713428,0,0,
 ,613,YEL071W,1,0,0,1,
 ,614,YMR272C,1,1,0,0.999999904,
 ,615,YML120C,1,0,0,1,
 ,616,YHR106W,1,1,0.999999998,1,
 ,617,YKL132C,1,0,0,1,
 ,618,YDL040C,1,0,0,1,
 ,619,YCL004W,1,1,0,0,
 ,620,YLR153C,-1.07E-11,-3.39E-11,0,-3.25E-10,
 ,621,YMR226C,1,0,0.999999985,0,
 ,622,YMR008C,1,0,0,1,
 ,623,YBL015W,0.999999999,1,0.999999998,0.999999999,
 ,624,YEL027W,1,0,0,1,
 ,625,YHL012W,1,0,0,1,
 ,626,YGR183C,0,0.762713428,0,0,
 ,627,YBL076C,1,0,1,0.999999998,
 ,628,YPR191W,0,0.762713428,0,0,
 ,629,YLR017W,0,1,0,0.99999999,
 ,630,YJR010W,1,1,1.000000002,0.999999999,
 ,631,YBR041W,1,1,0.999999995,0.999999999,
 ,632,YNR033W,1,1,0.999999999,0,
 ,633,YGR193C,0,0.960596763,0.980508095,0.999999984,
 ,634,YDR487C,0,0,0,0,
 ,635,YJR051W,1,1,1.000000002,0.999999996,
 ,636,YPL273W,1,0,0,1,
 ,637,YOL030W,1,0,0,1,
 ,638,YDR261C,1,0,0,1,
 ,639,YKL218C,1,0,0,1,
 ,640,YNL009W,0.999999999,0,1,0.999999995,
 ,641,YER065C,0.996778791,0.996778791,0.999999993,-8.94E-11,
 ,642,YEL011W,1,1,0.999999988,0,
 ,643,YML035C,0,1,0,1,
 ,644,YDR453C,0,1,0,0.999999999,
 ,645,YDR037W,1,0,0,1,
 ,646,YER178W,0,0.960596764,0.980508095,1.000000004,
 ,647,YGR170W,1,0,1,0,
 ,648,YDL247W,1,0,0,1,
 ,649,YFL022C,1,0,0,1,
 ,650,YDR047W,1,0,0,1,
 ,651,YDR321W,1,0,0,1,
 ,652,YNR001C,1,0,0,1,
 ,653,YNL071W,0,0.960596763,0.980508095,0.999999984,
 ,654,YMR088C,1,0,0,1,
 ,655,YDR147W,1,0,0,1,
 ,656,YDL093W,1,0,0,1,
 ,657,YLR295C,0,0,0,0,
 ,658,YDR530C,1,0,1,1,
 ,659,YKL148C,1,0,0,1,
 ,660,YKL192C,1,1,0,0.999999998,
 ,661,YKL216W,0,1,1.000000001,0.999999999,
 ,662,YER086W,1,1,0,0,
 ,663,YGL001C,0,-7.72E-12,-1.03E-11,-9.82E-11,
 ,664,YBR291C,1,1,1,0.999999999,
 ,665,YJR160C,1,0,0,1,
 ,666,YPL189W,1,0,0,1,
 ,667,YLR285W,1,0,0,1,
 ,668,YPR156C,1,0,0,1,
 ,669,YJL060W,0,0,0,0.999999996,
 ,670,YOR100C,0,0,1,1,
 ,671,YPL252C,1,0,0,1,
 ,672,YKR097W,1,0,1,-2.97E-10,
 ,673,YPL172C,1,0,0,1,
 ,674,YML042W,0,1,0,1,
 ,675,YHR019C,1,0,0,1,
 ,676,YNL037C,0,0.999999998,0.999999999,0.999999998,
 ,677,YKL211C,0,0,0,0,
 ,678,YDL131W,1,0,0,1,
 ,679,YMR054W,1,0,0,1,
 ,680,YIL107C,1,0,0,1,
 ,681,YER053C,0,1,0,1,
 ,682,YOR126C,0,1,0.999999998,1,
 ,683,YKR066C,0,1,1.000000001,0.999999989,
 ,684,YIR034C,0,0,0,0,
 ,685,YLR081W,1,0,0,1,
 ,686,YCL050C,1,1,0.999999999,1.000000001,
 ,687,YLR303W,1,0,0,1,
 ,688,YER043C,0,-2.01E-11,-4.95E-11,-3.07E-11,
 ,689,YGR087C,1,0,0,1,
 ,690,YGL008C,1,0,0,1,
 ,691,YJL026W,0,1,1.000000001,0,
 ,692,YOL103W,1,0,0,1,
 ,693,YCL025C,1,0,0,1,
 ,694,YBR034C,1,0,0,1,
 ,695,YMR108W,1.76E-11,3.85E-12,-2.94E-11,0,
 ,696,YDR272W,0,1,0.999999992,0.999999984,
 ,697,YGR289C,1,0,0,1,
 ,698,YGR157W,-1.48E-11,-1.16E-11,-2.76E-11,9.26E-12,
 ,699,YJR143C,1,0,0,1,
 ,700,YBR196C,0.804066383,0.40812331,0,-3.12E-10,
 ,701,YMR083W,0,1,0.999999998,1,
 ,702,YGR147C,1,0,0,1,
 ,703,YFL018C,0.960596764,0.960596764,0,0.992181036,
 ,704,YMR261C,1,0,0,1,
 ,705,YBR018C,1,-1.22E-11,0,0.999999998,
 ,706,YLR142W,1,1,0.999999991,0.999999999,
 ,707,YBR006W,1,1,1,0.999999998,
 ,708,YLR038C,0.757180381,0.75718038,0,0,
 ,709,YJL139C,1,0,1,0.999999998,
 ,710,YDL015C,1,1,1,0.999999998,
 ,711,YHR068W,1,0,0,1,
 ,712,YCR036W,1,1,0.999999995,0,
 ,713,YGR287C,1,0,0,1,
 ,714,YER015W,0,0,1.000000001,1.000000001,
 ,715,YBR166C,0,1,1,1.000000003,
 ,716,YMR170C,1,0,0,1,
 ,717,YIL155C,1,1,0.999999999,1,
 ,718,YGR171C,1,0,0,1,
 ,719,YJR121W,0,0,0,0,
 ,720,YDR035W,1,1,0.999999999,0.999999996,
 ,721,YGR055W,1,0,0,0,
 ,722,YDR502C,1,0,0,1,
 ,723,YGR065C,1,0,0,1,
 ,724,YER062C,1,0,0,1,
 ,725,YPR192W,1,0,0,1,
 ,726,YGR247W,1,0,0,1,
 ,727,YDR098C,1,0,0,1,
 ,728,YLR245C,0,1,0,0.999999999,
 ,729,YHR092C,1,0,0,1,
 ,730,YNR016C,0,0,0,0,
 ,731,YPR026W,0,1,1.000000001,0.999999982,
 ,732,YLR070C,1,0,0,1,
 ,733,YIL078W,1,0,0,1,
 ,734,YBR023C,1,0,0,1,
 ,735,YNL052W,1,0,0,1,
 ,736,YGL184C,1,1,0.999999992,0,
 ,737,YBL042C,1,0,0,1,
 ,738,YNR008W,1,1,1,0.999999997,
 ,739,YBR249C,1,0,0,1,
 ,740,YLR155C,1,0,0,1,
 ,741,YEL069C,1,0,0,1,
 ,742,YDR341C,1,0,0,1,
 ,743,YLL052C,1,0,0,1,
 ,744,YGR012W,1,0.999999999,1,0.999999999,
 ,745,YBR084W,1,0,0.999999998,0,
 ,746,YDR127W,0,0,0,0,
 ,747,YGR202C,1,0,0.999999999,1,
 ,748,YEL063C,1,0,0,1,
 ,749,YKL120W,1,1,1,0.999999999,
 ,750,YJR057W,1,1,0.999999994,0.999999998,
 ,751,YJL045W,1,0,0,1,
 ,752,YKL127W,1,0,0,1,
 ,753,YPR001W,1,1,1.000000001,0.999999999,
 ,754,YMR011W,1,0,0,1,
 ,755,YEL024W,0,0.762713428,0,0,
 ,756,YJL126W,1,0,0.999999985,0.999999999,
 ,757,YKL067W,-2.48E-11,-4.24E-12,0,-7.22E-11,
 ,758,YLR158C,1,0,0,1,
 ,759,YIL099W,1,1,0,1,
 ,760,YJR009C,1,0,0,1,
 ,761,YPR145W,1,0,0,1,
 ,762,YDR023W,1,0,0,1,
 ,763,YOR375C,1,0,0,1,
 ,764,YOR347C,1,0,0,1,
 ,765,YLR092W,1,0,0,1,
 ,766,YKL141W,1,0,0,1,
 ,767,YDR072C,1,0,0,1,
 ,768,YDR298C,0,0,0,0,
 ,769,YIL020C,1,0,0,0,
 ,770,YBR208C,0.999999999,1,0,0.999999999,
 ,771,YOL059W,0,1,0,0.999999999,
 ,772,YOR099W,1,0,0,1,
 ,773,YER056C,1,0,0,1,
 ,774,YML100W,1,0,0,1,
 ,775,YNL117W,1,0,0,1,
 ,776,YKL150W,1,0,0,1,
 ,777,YMR105C,1,0,0,1,
 ,778,YHR026W,1,0,0,1,
 ,779,YPL160W,1,0,0,1,
 ,780,YHR043C,1,0,0,1,
 ,781,YBR011C,0.977289178,0,0.978508188,0.951226724,
 ,782,YGR037C,0,0,0,0,
 ,783,YLR172C,1,0,0,1,
 ,784,YPL091W,0,1,1,0.999999999,
 ,785,YBL039C,1,0,0,1,
 ,786,YNR058W,1,0,0,1,
 ,787,YML096W,1,0,0,1,
 ,788,YPL147W,1,0,0,1,
 ,789,YOR323C,1,1,0.999999998,0.999999999,
 ,790,YDR300C,0,1,0,1.000000003,
 ,791,YML106W,1,0,0,1,
 ,792,YJL214W,1,0,0,1,
 ,793,YMR169C,1,0,0,1,
 ,794,YLR240W,1,0,0,1,
 ,795,YER026C,0,0,0,0,
 ,796,YPR069C,0.999999998,1,0.999999994,0.999999998,
 ,797,YMR215W,1,0,0,1,
 ,798,YOL151W,1,0,0,1,
 ,799,YJR095W,1,0,0,1,
 ,800,YOL143C,0,0,0,0,
 ,801,YCR024C-A,1,1,1.000000003,1,
 ,802,YOR142W,0,0.986498102,1,0,
 ,803,YPL281C,1,0,0,1,
 ,804,YOR040W,1,0,0,1,
 ,805,YFR033C,0,0.762713428,0,0,
 ,806,YEL046C,1,1,0.990593225,0,
 ,807,YBR192W,1,0.999999997,0,0.999999985,
 ,808,YLR020C,1,0,0,1,
 ,809,YDL022W,1,1,0.999999999,0.999999999,
 ,810,YPR021C,0.997471831,0.997471831,0,0.999999999,
 ,811,YLR044C,1,0,0,1,
 ,812,YLL018C,1,0,0,1,
 ,813,YDL078C,1,1,1.000000002,1,
 ,814,YPR060C,0,0,0,0,
 ,815,YMR271C,1,0,0,1,
 ,816,YOR074C,-8.90E-12,-1.10E-12,-6.19E-11,-4.86E-10,
 ,817,YBR221C,0,0.960596764,0.980508095,1.000000004,
 ,818,YLR146C,0.999999998,0,0,0.999999996,
 ,819,YOR155C,1,1,0.999999994,1,
 ,820,YHR174W,1,0,0,1,
 ,821,YIR032C,1,0,0,1,
 ,822,YCL009C,1.76E-11,3.85E-12,-2.94E-11,0,
 ,823,YJL121C,0.997311963,0.997311961,0.988488642,0.994152804,
 ,824,YMR208W,-2.32E-11,-2.34E-11,3.15E-11,-4.89E-10,
 ,825,YKL008C,1,0,0,1,
 ,826,YMR189W,1,1,0.994809747,0.992181049,
 ,827,YNL029C,1,0,0,1,
 ,828,YKL140W,1,0,0,1,
 ,829,YPL069C,1,1,0,0.999999999,
 ,830,YBR093C,1,0,0,1,
 ,831,YJL196C,1,1,0,0.999999999,
 ,832,YPR160W,1,0,0.999999991,0.999999997,
 ,833,YGR175C,0,0,-3.16E-11,-1.63E-10,
 ,834,YIL145C,1,0,0,1,
 ,835,YEL041W,1,0,0,1,
 ,836,YLR058C,0.983854586,0.983854587,0.983249391,0.987500911,
 ,837,YGR240C,0.244634905,0.186053781,0,1.000000003,
 ,838,YBR058C-A,1,0,0.999999995,1.000000003,
 ,839,YJR137C,1,0,0,1,
 ,840,YNR012W,0.998617849,0.998617849,0,0.999039928,
 ,841,YLR134W,1,0,0,1,
 ,842,YMR020W,1,1,1,0.999999998,
 ,843,YDR111C,0.997981145,0.997981145,0.998645203,0,
 ,844,YPL110C,1,1,1,1.000000005,
 ,845,YDR377W,0,0,0,0,
 ,846,YIL010W,1,0,0,0,
 ,847,YBR298C,1,0,0,1,
 ,848,YHR091C,1,0,0,1,
 ,849,YHR072W,-1.92E-11,-2.04E-11,-8.82E-11,-1.32E-10,
 ,850,YKL001C,1,1,0,1,
 ,851,YNL106C,1,0,0,1,
 ,852,YPL231W,0,0,0,0,
 ,853,YIL066C,1,0,0,1,
 ,854,YHR183W,1,0,0,1,
 ,855,YGL253W,1,0,0,1,
 ,856,YFR015C,1,0,0,1,
 ,857,YDR345C,1,0,0,1,
 ,858,YHL032C,1,1,1.000000002,1,
 ,859,YIL002C,1,0,0,1,
 ,860,YPR035W,-1.97E-11,-1.64E-11,-8.99E-12,-1.24E-10,
 ,861,YNR041C,1,1,0,0.999999999,
 ,862,YJL068C,1,0,0,1,
 ,863,YMR306W,1,0,0,1,
 ,864,YLR138W,1,0,0,1,
 ,865,YDR148C,0.986498101,0.986498102,1,0.999999999,
 ,866,YHR046C,0.00062822,0.00062822,0.002126978,0.006204238,
 ,867,YOL132W,1,0,0,1,
 ,868,YHR096C,1,0,0,1,
 ,869,YHR216W,1,0,0,1,
 ,870,YKR061W,1,0,0,1,
 ,871,YOR278W,1,0,0,1,
 ,872,YOL052C,1,1,1,0.999999999,
 ,873,YKR031C,1,1,1,0.999999999,
 ,874,YDL141W,1,0,0,1,
 ,875,YHR051W,0.757180381,0.75718038,0,0,
 ,876,YHL003C,1,0,1,0.999999998,
 ,877,YJL155C,1,0.999999999,0.999999991,0.999999998,
 ,878,YDR342C,1,0,0,1,
 ,879,YLR284C,1,0,0,1,
 ,880,YPL078C,0,0,0,0,
 ,881,YOR125C,1,1,0,0.999999997,
 ,882,YDR400W,1,1,0.99999999,1,
 ,883,YDR508C,1,0,0,1,
 ,884,YLL048C,1,0,0,1,
 ,885,YGL234W,1.33E-12,-6.87E-12,-1.24E-11,0,
 ,886,YOL055C,1,0,0,1,
 ,887,YLR304C,1,0,0.999999997,0,
 ,888,YFR053C,1,0,0,1,
 ,889,YOR065W,0,0.762713428,0,0,
 ,890,YDR001C,1,0,0.999999985,0.999999999,
 ,891,YIL162W,1,0,0,1,
 ,892,YDR294C,1,0,0,1,
 ,893,YGL187C,0.757180381,0.75718038,0,0,
 ,894,YBL011W,1,0,1,0.999999998,
 ,895,YBR001C,1,0,0,1,
 ,896,YER019W,1,1,0.999999999,0.999999999,
 ,897,YDR529C,0,0.762713428,0,0,
 ,898,YER060W-A,1,0,0.999999985,0.999999999,
 ,899,YOR317W,1,0,0,1,
 ,900,YBR299W,1,0,0,1,
 ,901,YJR066W,1,0,0,1,
 ,902,YAL022C,1,0,0,1,
 ,903,YLR328W,1,1,1,0.999999998,
 ,904,YLR100W,0,-7.72E-12,-1.03E-11,-9.82E-11,
 ,905,YIR028W,1,0,0,1,
