 ,No.,Deletion,Glucose (aerobe),Galactose,Glycerol,Ethanol
 ,405,YLR359W,0.0,0.0,0.0,9.7611735537035e-11
 ,406,YDL205C,0.0,0.0,0.0,0.0
 ,407,YMR217W,0.0,0.0,0.0,0.0
 ,408,YER170W,0.0,0.0,0.9999999974651859,0.0
 ,409,YBR039W,0.0,0.0,0.0,0.0
 ,410,YER024W,0.0,0.0,0.0,1.0000000172082797
 ,411,YKL004W,0.0,0.0,1.0000000000000226,0.9999999977207549
 ,412,YOR136W,0.0,0.0,0.9999999985314671,0.0
 ,413,YNL142W,0.0,0.0,0.0,0.0
 ,414,YPL234C,0.0,0.0,0.0,0.0
 ,415,YOR209C,0.999999999463414,0.0,0.0,0.0
 ,416,YGL026C,0.0,0.0,0.0,0.0
 ,417,YHR094C,0.0,0.0,0.0,0.0
 ,418,Q0045,0.0,0.0,0.0,0.0
 ,419,YGR138C,0.0,0.0,0.0,0.0
 ,420,YLR258W,0.0,0.0,0.0,0.0
 ,421,YGL125W,0.0,0.0,0.0,0.0
 ,422,YNL101W,0.0,0.0,0.0,0.0
 ,423,YBR127C,0.0,0.0,0.0,0.0
 ,424,YLR164W,0.0,0.0,0.0,0.0
 ,425,YNL318C,0.0,0.0,0.0,0.0
 ,426,YJL137C,0.0,0.0,0.0,0.0
 ,427,YGL009C,0.0,0.0,0.0,0.0
 ,428,YLR028C,0.0,0.0,0.0,0.0
 ,429,YDR497C,0.0,0.0,0.0,0.0
 ,430,YBR115C,0.0,0.0,0.0,0.0
 ,431,YKL055C,0.0,0.9999999999577261,0.0,0.0
 ,432,YGR192C,0.0,0.0,0.0,0.0
 ,433,YFL053W,0.0,0.0,0.0,0.0
 ,434,YDR368W,0.0,0.0,0.0,0.0
 ,435,YBL045C,0.0,0.0,0.0,0.0
 ,436,YGR043C,0.0,0.0,0.0,0.0
 ,437,YPR184W,0.9999999998367308,0.999999999885503,0.0,0.0
 ,438,YAR071W,0.0,0.0,0.0,0.0
 ,439,YLR060W,0.0,0.0,0.0,0.0
 ,440,YOR184W,0.0,0.0,0.0,0.0
 ,441,YJL167W,-1.116217936474531e-10,0.0,0.0,0.0
 ,442,Q0130,0.0,0.0,0.0,0.0
 ,443,YBR149W,0.0,0.0,0.0,1.0000000172082797
 ,444,YKL035W,0.0,0.0,0.0,0.0
 ,445,YPR140W,0.0,0.999999999788879,0.9999999996882988,0.0
 ,446,YPR047W,0.0,0.0,0.0,0.0
 ,447,YOR241W,0.0,0.0,0.0,0.0
 ,448,YDR044W,0.0,0.0,0.0,0.0
 ,449,YLR056W,0.0,0.9999999997840983,0.0,0.0
 ,450,YKR080W,0.0,0.9999999996197784,0.0,0.0
 ,451,YKL181W,0.0,0.0,0.0,0.0
 ,452,YGL225W,0.0,0.0,0.0,0.0
 ,453,YHR037W,0.0,0.9999999999552275,0.0,0.999999999675796
 ,454,YIR037W,0.0,0.0,0.0,0.0
 ,455,YCR010C,0.0,0.0,0.9999999999444835,0.9999999950917567
 ,456,YGL012W,0.0,0.0,0.0,0.0
 ,457,YJL101C,0.9999999997843482,0.0,0.9999999990445164,0.0
 ,458,YLR432W,0.0,0.0,0.0,0.0
 ,459,YMR220W,-1.2646730395097463e-10,0.0,-4.133907338327333e-12,0.0
 ,460,YDR353W,0.0,0.0,0.0,0.0
 ,461,YIR027C,0.0,0.0,0.0,0.0
 ,462,YDL080C,0.0,0.0,0.0,0.0
 ,463,YOR273C,0.0,0.0,0.0,0.0
 ,464,YJR073C,0.0,1.1427256567545637e-07,0.0,0.0
 ,465,YNR057C,0.0,0.0,0.0,0.0
